filename,width,height,class,xmin,ymin,xmax,ymax
00383.jpg,640,480,Camioneta,567,102,607,127
00383.jpg,640,480,Camioneta,598,104,637,136
00384.jpg,569,355,Automovil,44,80,491,302
00385.jpg,677,451,Deportivo,221,193,634,362
00386.jpg,1280,1024,Deportivo,1,330,1254,799
00387.jpg,1023,680,Automovil,33,152,996,626
00388.jpg,256,192,Camioneta,20,52,245,164
00389.jpg,424,360,Camioneta,8,92,405,265
00390.jpg,800,504,Deportivo,14,14,790,504
00391.jpg,1920,1200,Camioneta,386,330,1418,986
00392.jpg,1024,768,Automovil,52,224,986,640
00392.jpg,1024,768,Camioneta,1,215,123,371
00392.jpg,1024,768,Camioneta,75,207,286,324
00393.jpg,1024,768,Camioneta,81,243,990,712
00394.jpg,720,480,Camioneta,217,112,630,340
00395.jpg,259,194,Camioneta,45,40,207,170
00395.jpg,259,194,Camioneta,206,43,259,120
00396.jpg,500,375,Automovil,18,96,441,299
00397.jpg,300,225,Automovil,25,30,287,164
00397.jpg,300,225,Automovil,1,41,41,86
00397.jpg,300,225,Camioneta,270,3,291,20
00398.jpg,434,326,Carro,34,100,408,236
00399.jpg,750,469,Automovil,118,93,680,352
00400.jpg,275,183,Carro,9,50,259,150
car01.png,799,449,Camioneta,140,147,697,401
car02.jpg,980,525,Carro,147,145,840,497
car04.jpg,1200,800,Carro,96,264,1156,739
car05.jpg,840,556,Camioneta,98,139,774,488
car06.jpg,568,375,Camioneta,35,50,527,323
car07.jpg,900,596,Camioneta,178,87,711,374
car08.jpg,866,530,Camioneta,118,87,779,515
car09.jpg,580,435,Carro,102,75,518,386
car10.jpg,840,560,Camioneta,38,43,772,490
car11.jpg,236,236,Camioneta,3,39,230,222
car12.jpg,576,768,Camioneta,5,77,572,572
car13.jpg,1024,768,Camioneta,48,20,1024,743
car14.jpg,535,349,Automovil,19,6,491,273
car15.jpg,535,349,Camioneta,66,13,468,305
car16.jpg,450,600,Camioneta,1,44,435,436
car17.jpg,1280,720,Camioneta,246,106,1166,667
car18.jpg,640,480,Camioneta,54,89,602,416
car19.jpg,1200,800,Camioneta,209,288,1061,688
car20.jpg,960,720,Camioneta,354,249,922,602
car20.jpg,960,720,Camioneta,674,169,802,258
car20.jpg,960,720,Automovil,493,176,715,251
car22.jpg,660,371,Automovil,40,10,305,110
car22.jpg,660,371,Deportivo,364,11,660,114
car22.jpg,660,371,Carro,7,147,211,234
car22.jpg,660,371,Automovil,234,129,428,238
car22.jpg,660,371,Camioneta,454,139,660,237
car22.jpg,660,371,Camioneta,16,257,323,364
car22.jpg,660,371,Deportivo,362,255,638,371
car23.jpg,297,170,Camioneta,5,5,135,71
car23.jpg,297,170,Camioneta,171,1,294,67
car23.jpg,297,170,Automovil,91,67,221,112
car23.jpg,297,170,Automovil,2,107,143,164
car23.jpg,297,170,Deportivo,164,105,293,162
car24.jpg,250,167,Automovil,2,83,64,135
car24.jpg,250,167,Automovil,92,109,162,163
car24.jpg,250,167,Camioneta,193,83,231,121
car24.jpg,250,167,Camioneta,112,83,161,120
car24.jpg,250,167,Camioneta,1,56,16,72
car24.jpg,250,167,Camioneta,115,63,147,85
car24.jpg,250,167,Camioneta,86,66,114,89
car24.jpg,250,167,Camioneta,156,62,170,81
car24.jpg,250,167,Camioneta,185,66,201,81
car24.jpg,250,167,Camioneta,208,62,226,83
car24.jpg,250,167,Camioneta,232,66,245,81
car24.jpg,250,167,Camioneta,26,56,41,70
car24.jpg,250,167,Camioneta,87,54,100,65
car25.jpg,512,376,Camioneta,346,196,391,241
car25.jpg,512,376,Camioneta,35,249,105,341
car25.jpg,512,376,Camioneta,99,226,144,281
car25.jpg,512,376,Camioneta,131,271,208,338
car25.jpg,512,376,Camioneta,326,309,396,375
car25.jpg,512,376,Camioneta,217,293,300,372
car25.jpg,512,376,Camioneta,184,171,226,207
car25.jpg,512,376,Camioneta,273,136,304,163
car25.jpg,512,376,Camioneta,258,163,288,202
car25.jpg,512,376,Camioneta,153,138,194,176
car25.jpg,512,376,Camioneta,207,115,238,148
car25.jpg,512,376,Camioneta,274,184,320,231
car25.jpg,512,376,Camioneta,355,133,386,164
car25.jpg,512,376,Camioneta,368,96,385,114
car25.jpg,512,376,Camioneta,371,114,401,148
car25.jpg,512,376,Automovil,36,193,73,245
car25.jpg,512,376,Automovil,246,229,305,290
car25.jpg,512,376,Automovil,165,245,225,298
car25.jpg,512,376,Automovil,331,262,392,318
car25.jpg,512,376,Carro,6,309,55,376
car25.jpg,512,376,Carro,158,198,225,246
car25.jpg,512,376,Carro,132,184,162,219
car25.jpg,512,376,Carro,129,160,173,188
car25.jpg,512,376,Carro,325,136,348,158
car25.jpg,512,376,Camioneta,226,155,260,212
car26.png,0,0,Automovil,170,375,263,416
car26.png,0,0,Camioneta,266,326,368,411
car26.png,0,0,Automovil,381,325,458,414
car26.png,0,0,Camioneta,504,316,624,416
car26.png,0,0,Camioneta,454,360,567,417
car26.png,0,0,Automovil,437,290,517,356
car26.png,0,0,Automovil,385,260,458,306
car26.png,0,0,Automovil,318,223,380,270
car26.png,0,0,Automovil,254,244,343,301
car26.png,0,0,Automovil,104,251,160,293
car26.png,0,0,Automovil,124,274,181,326
car26.png,0,0,Automovil,128,329,211,388
car26.png,0,0,Automovil,171,372,255,417
car26.png,0,0,Automovil,76,207,126,235
car26.png,0,0,Automovil,213,197,274,222
car26.png,0,0,Automovil,238,216,302,247
car26.png,0,0,Camioneta,265,240,335,287
car26.png,0,0,Automovil,276,199,321,216
car26.png,0,0,Camioneta,159,188,208,233
car26.png,0,0,Camioneta,178,218,244,269
car26.png,0,0,Camioneta,91,186,140,219
car26.png,0,0,Camioneta,141,172,178,208
car26.png,0,0,Camioneta,133,151,179,178
car26.png,0,0,Camioneta,160,131,191,152
car26.png,0,0,Camioneta,100,133,132,152
car26.png,0,0,Camioneta,53,156,97,178
car26.png,0,0,Camioneta,73,105,106,127
car26.png,0,0,Camioneta,135,123,157,145
car26.png,0,0,Automovil,200,252,258,304
car26.png,0,0,Automovil,181,164,224,181
car26.png,0,0,Automovil,203,155,238,170
car26.png,0,0,Automovil,227,169,260,194
car26.png,0,0,Automovil,257,178,298,205
car26.png,0,0,Automovil,282,201,338,240
car26.png,0,0,Automovil,55,147,95,163
car26.png,0,0,Automovil,41,113,71,134
car26.png,0,0,Automovil,50,132,77,152
car26.png,0,0,Automovil,117,110,141,129
